List Title,Description,List Author,Date published,Curator,Curation Date,Source,Keywords,Focal clade,extra info
Official List of the Birds of MD,A compiled list of bird species and their occurrence in MD,Phil Davis,19-Apr-15,HD Laughinghouse,25-Feb-16,Secretary MD/DC Commission Records Commision ,"bird, Maryland",Aves,
