List Title,Description of what the list contains,List Author,Date published,Curator,Curation Date,Source,Keywords,Focal clade,extra 1 def
Illinois Invasive Plants,"This list contains the invasive species, with their Family and Order",Invasive.org  Center for Invasive Species and Ecosystem Health,23-Jan-14,HD Laughinghouse,24-Feb-16,http://www.invasive.org/species/list.cfm?id=152,"Plants, invasive species, Illinois",Embryophyta,
